City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Pizarro,CO,4.9533,-77.366,79.92,83,64,6.55,broken clouds
347,Kungalv,SE,57.871,11.9805,35.19,84,99,8.16,overcast clouds
348,Barcelos,PT,41.5388,-8.6151,53.85,55,96,6.55,overcast clouds
349,Belaya Gora,RU,68.5333,146.4167,-1.26,90,99,6.38,overcast clouds
350,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,68,75,4.76,broken clouds
351,Inhambane,MZ,-23.865,35.3833,74.84,64,4,9.89,clear sky
352,Yuxia,CN,34.0615,108.6291,50.61,43,21,6.62,few clouds
353,Pathein,MM,16.7833,94.7333,75.81,84,97,2.21,overcast clouds
354,San Cristobal,VE,7.7669,-72.225,77.18,75,97,3.27,overcast clouds
355,Caucaia,BR,-3.7361,-38.6531,81.03,76,75,5.75,light rain
356,Ullal,IN,12.8,74.85,83.35,78,40,0.0,scattered clouds
357,Mahibadhoo,MV,3.7833,72.9667,82.63,66,21,2.42,few clouds
358,Aksu,CN,41.1231,80.2644,55.85,26,7,1.1,clear sky
359,Antalaha,MG,-14.9003,50.2788,74.82,88,100,4.45,overcast clouds
360,Rosarito,MX,32.3333,-117.0333,75.24,66,1,11.16,clear sky
361,Rancho Palos Verdes,US,33.7445,-118.387,76.08,76,75,14.97,broken clouds
362,Tuatapere,NZ,-46.1333,167.6833,63.09,76,100,4.34,overcast clouds
363,Moree,AU,-29.4667,149.85,71.62,73,0,9.22,clear sky
364,Liberal,US,37.0431,-100.921,67.24,18,0,14.97,clear sky
365,Usinsk,RU,65.9939,57.5281,-4.29,100,58,2.75,broken clouds
366,Portel,BR,-1.9356,-50.8211,74.89,96,91,3.38,overcast clouds
367,Valuyki,RU,50.2035,38.1067,32.74,73,82,5.91,broken clouds
368,Samarai,PG,-10.6167,150.6667,82.38,77,99,13.82,light rain
369,San Rafael,AR,-34.6177,-68.3301,66.47,26,0,10.85,clear sky
370,Healdsburg,US,38.6105,-122.8692,72.48,52,75,5.75,broken clouds
371,Kuala Terengganu,MY,5.3302,103.1408,73.35,100,40,5.01,scattered clouds
372,Whitianga,NZ,-36.8333,175.7,70.0,73,99,8.61,overcast clouds
373,Touros,BR,-5.1989,-35.4608,79.54,76,18,12.64,few clouds
374,Nuuk,GL,64.1835,-51.7216,25.9,92,100,2.48,overcast clouds
375,Juba,SS,4.8517,31.5825,81.45,45,34,1.48,scattered clouds
376,La Palma,US,33.8464,-118.0467,82.65,60,40,9.22,scattered clouds
377,Sabha,LY,27.0377,14.4283,82.36,6,0,7.02,clear sky
378,Lovozero,RU,68.005,35.0117,13.3,96,93,8.5,overcast clouds
379,Taoudenni,ML,22.6783,-3.9836,83.97,17,0,7.63,clear sky
380,Makakilo City,US,21.3469,-158.0858,79.12,52,20,23.02,few clouds
381,Gornyak,RU,50.9942,81.4661,31.73,82,87,6.6,overcast clouds
382,Gornopravdinsk,RU,60.05,69.9,34.29,100,100,4.36,overcast clouds
383,Liverpool,GB,53.4106,-2.9779,52.29,90,75,27.63,broken clouds
384,Mao,ES,39.8885,4.2658,50.56,71,20,11.5,few clouds
385,Rivadavia,AR,-33.1905,-68.4608,66.06,29,0,8.79,clear sky
386,Aransas Pass,US,27.9095,-97.15,78.8,91,100,14.97,overcast clouds
387,Bethel,US,41.3712,-73.414,53.69,46,0,6.91,clear sky
388,Norman Wells,CA,65.282,-126.8329,1.44,55,75,9.22,broken clouds
389,Walla Walla,US,46.0646,-118.343,56.48,46,100,35.01,dust
390,Tooele,US,40.5308,-112.2983,58.03,36,100,13.8,overcast clouds
391,Coihaique,CL,-45.5752,-72.0662,54.21,76,75,3.44,light intensity shower rain
392,Marzuq,YE,14.4,46.4667,67.77,39,3,4.5,clear sky
393,Isla Mujeres,MX,21.2311,-86.731,84.16,74,0,14.07,clear sky
394,Kalmunai,LK,7.4167,81.8167,77.0,85,43,4.79,light rain
395,Constitucion,CL,-35.3333,-72.4167,57.27,68,0,14.27,clear sky
396,Aloleng,PH,16.1307,119.7824,79.61,70,32,10.45,scattered clouds
397,Weligama,LK,5.9667,80.4167,76.87,85,96,2.1,overcast clouds
398,Guhagar,IN,17.4842,73.1929,77.92,84,79,5.97,broken clouds
399,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,59,0,4.47,clear sky
400,Harper,LR,4.375,-7.7169,81.19,83,100,8.32,overcast clouds
401,Asau,RO,46.4333,26.4,34.72,77,4,6.6,clear sky
402,Airai,TL,-8.9266,125.4092,63.09,80,37,1.16,scattered clouds
403,Port Augusta,AU,-32.5,137.7667,72.45,27,0,4.99,clear sky
404,Verkhnyaya Inta,RU,65.9811,60.3094,4.3,100,71,6.24,broken clouds
405,Sijunjung,ID,-0.6876,100.9537,70.41,94,91,1.83,overcast clouds
406,Rio Gallegos,AR,-51.6226,-69.2181,44.65,53,20,20.71,few clouds
407,Chumikan,RU,54.7183,135.315,19.71,78,64,7.4,broken clouds
408,Puerto Madero,MX,14.7208,-92.4215,84.16,64,1,9.75,clear sky
409,Masuguru,TZ,-11.3667,38.4167,71.33,98,30,2.71,scattered clouds
410,Jiayuguan,CN,39.8167,98.3,42.53,19,0,3.22,clear sky
411,Seredka,RU,58.1584,28.1858,35.35,89,100,17.81,overcast clouds
412,Kloulklubed,PW,7.0419,134.2556,81.75,82,98,13.06,overcast clouds
413,Husavik,IS,66.0449,-17.3389,22.51,89,100,5.99,light snow
414,Hervey Bay,AU,-25.2986,152.8535,76.39,67,1,11.07,clear sky
415,Bolshoye Selo,RU,57.7177,38.9334,24.28,95,46,5.57,scattered clouds
416,Broken Hill,AU,-31.95,141.4333,60.51,59,0,0.0,clear sky
417,Saint-Pierre,RE,-21.3393,55.4781,74.88,84,0,4.61,light rain
418,Pirai Do Sul,BR,-24.5261,-49.9486,65.07,99,100,3.06,overcast clouds
419,Bucyrus,US,40.8084,-82.9755,52.95,73,71,9.93,broken clouds
420,Srinivaspur,IN,13.3333,78.2167,67.77,86,56,6.87,broken clouds
421,Wheatley,GB,51.7473,-1.1394,54.91,82,100,1.99,overcast clouds
422,Ahipara,NZ,-35.1667,173.1667,70.5,81,93,8.3,moderate rain
423,Lapua,FI,62.9693,23.0088,27.3,93,100,8.75,overcast clouds
424,Faanui,PF,-16.4833,-151.75,82.99,73,33,15.59,scattered clouds
425,Ilinskiy,RU,55.619,38.1182,31.71,55,0,0.0,clear sky
426,Arzgir,RU,45.3728,44.2206,43.03,75,81,6.08,broken clouds
427,Yerofey Pavlovich,RU,53.9667,121.9667,17.92,66,97,6.87,overcast clouds
428,Shimoda,JP,34.6667,138.95,55.11,73,7,11.18,clear sky
429,Silvassa,IN,20.2667,73.0167,78.19,76,7,4.41,clear sky
430,Iralaya,HN,15.0,-83.2333,81.37,69,29,9.06,scattered clouds
431,Bandarbeyla,SO,9.4942,50.8122,77.16,76,87,2.48,overcast clouds
432,Cabo Rojo,PR,18.0866,-67.1457,81.97,83,98,3.0,overcast clouds
433,Batemans Bay,AU,-35.7167,150.1833,64.09,74,72,0.96,broken clouds
434,Stokmarknes,NO,68.5646,14.9108,17.58,62,66,5.75,broken clouds
435,Payo,ID,-3.7508,103.6372,71.69,97,97,1.28,overcast clouds
436,Changji,CN,44.0167,87.3167,54.39,35,0,4.47,clear sky
437,Burnie,AU,-41.0667,145.9167,59.86,63,100,2.19,overcast clouds
438,Dzhebariki-Khaya,RU,62.2167,135.8,9.27,85,100,2.8,overcast clouds
439,Langsa,ID,4.4683,97.9683,73.45,96,100,3.27,overcast clouds
440,Cuyo,PH,10.8525,121.0086,82.62,78,96,21.0,overcast clouds
441,Kawai,JP,34.2333,135.85,40.84,56,16,3.02,few clouds
442,Pavino,RU,59.1139,46.1414,10.74,97,99,4.09,overcast clouds
443,Black Diamond,US,47.3087,-122.0032,47.88,74,87,17.0,light rain
444,Niquero,CU,20.0431,-77.5828,81.39,69,25,11.43,scattered clouds
445,Saint-Augustin,CA,51.226,-58.6502,31.14,93,100,3.53,overcast clouds
446,La Romana,DO,18.4273,-68.9728,82.76,74,40,12.66,scattered clouds
447,Nyurba,RU,63.2842,118.3319,2.17,96,96,5.39,overcast clouds
448,Dunedin,NZ,-45.8742,170.5036,60.8,87,100,4.0,light rain
449,Cody,US,44.5263,-109.0565,55.9,40,0,14.97,clear sky
450,Oktyabrskiy,RU,54.4815,53.471,30.4,87,91,14.16,overcast clouds
451,Elko,US,41.0002,-115.5012,59.02,34,100,17.0,overcast clouds
452,Shubarshi,KZ,48.5872,57.1869,44.49,74,97,10.04,overcast clouds
453,Maraa,BR,-1.8333,-65.3667,75.11,94,45,1.7,moderate rain
454,Murray Bridge,AU,-35.1167,139.2667,56.12,67,11,2.28,few clouds
455,Svetlyy,RU,54.675,20.1347,39.25,97,100,28.92,overcast clouds
456,Lorengau,PG,-2.0226,147.2712,82.29,80,100,15.32,heavy intensity rain
457,Portland,US,45.5234,-122.6762,52.68,73,75,32.21,light rain
458,Jumla,NP,29.2747,82.1838,46.31,36,2,5.39,clear sky
459,Alta Floresta,BR,-9.8756,-56.0861,73.67,92,81,0.43,broken clouds
460,Teahupoo,PF,-17.8333,-149.2667,80.56,79,70,15.1,light rain
461,Barcelona,ES,41.3888,2.159,51.55,62,0,5.75,clear sky
462,Dalhousie,IN,32.5333,75.9833,53.01,27,11,9.8,few clouds
463,Cervo,ES,43.6702,-7.4101,48.96,71,3,15.61,clear sky
464,Pokaran,IN,26.9167,71.9167,79.66,18,27,9.66,scattered clouds
465,Begoro,GH,6.3871,-0.3774,74.25,91,93,5.61,overcast clouds
466,Kushiro,JP,42.975,144.3747,40.15,75,20,3.44,few clouds
467,Fairbanks,US,64.8378,-147.7164,22.08,61,75,5.75,broken clouds
468,Lancaster,US,40.2504,-76.2499,50.99,53,100,4.0,overcast clouds
469,Kirakira,SB,-10.4544,161.9205,81.45,85,100,11.9,overcast clouds
470,Kyra,RU,49.5776,111.9753,12.11,68,5,4.27,clear sky
471,Todos Santos,MX,23.45,-110.2167,67.44,66,37,12.21,scattered clouds
472,Misratah,LY,32.3754,15.0925,69.71,53,53,4.76,broken clouds
473,Kenai,US,60.5544,-151.2583,42.03,75,100,3.44,light rain
474,Granada,ES,37.25,-3.25,40.12,97,100,8.01,overcast clouds
475,Namatanai,PG,-3.6667,152.4333,82.58,77,96,8.34,light rain
476,Sarangani,PH,5.4033,125.4636,81.63,77,100,11.39,heavy intensity rain
477,Taft,IR,31.7471,54.2088,66.15,14,0,6.91,clear sky
478,Yar-Sale,RU,66.8333,70.8333,31.55,99,100,5.97,light snow
479,Honiara,SB,-9.4333,159.95,80.87,88,100,7.0,overcast clouds
480,Serenje,ZM,-13.2325,30.2352,62.1,95,92,0.94,light rain
481,Constantine,DZ,36.365,6.6147,51.21,93,75,3.44,broken clouds
482,Leh,IN,34.1667,77.5833,23.65,63,2,5.59,clear sky
483,Palmer,US,42.1584,-72.3287,51.35,37,75,16.11,broken clouds
484,Nome,US,64.5011,-165.4064,19.47,45,0,10.36,clear sky
485,Pozhva,RU,59.0912,56.0847,30.63,98,100,2.19,light snow
486,Camana,PE,-16.6228,-72.7111,70.11,79,67,5.79,broken clouds
487,Port Hawkesbury,CA,45.6169,-61.3485,34.18,96,100,16.11,snow
488,Kasama,ZM,-10.2129,31.1808,61.48,95,100,3.6,light rain
489,Bowen,AU,-20.0167,148.2333,79.21,70,35,6.55,scattered clouds
490,San Patricio,US,28.017,-97.5169,84.29,65,67,18.7,broken clouds
491,Beyneu,KZ,45.3167,55.2,51.33,57,59,13.73,broken clouds
492,Paragominas,BR,-2.9667,-47.4833,73.45,98,100,3.51,light rain
493,Boende,CD,-0.2167,20.8667,70.72,95,32,3.11,moderate rain
494,Hamilton,US,39.1834,-84.5333,59.63,57,40,12.66,scattered clouds
495,Ust-Barguzin,RU,53.45,108.9833,6.84,95,16,1.61,few clouds
496,Ciudad Bolivar,VE,8.1222,-63.5497,91.02,41,83,16.93,broken clouds
497,Victoria,HK,22.2855,114.1577,69.94,67,51,5.01,broken clouds
498,Campbell River,CA,50.0163,-125.2446,46.45,93,75,8.05,broken clouds
499,Bati,ET,11.1833,40.0167,66.85,30,3,6.96,clear sky
500,Marechal Candido Rondon,BR,-24.5561,-54.0567,70.99,94,93,3.62,overcast clouds
501,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.81,86,3,9.82,clear sky
502,Green River,US,41.5286,-109.4662,54.0,31,100,13.0,overcast clouds
503,Henties Bay,NA,-22.116,14.2845,60.96,83,0,6.98,clear sky
504,Katsuura,JP,35.1333,140.3,51.15,91,100,24.74,overcast clouds
505,Sioux Lookout,CA,50.1001,-91.917,39.27,60,75,5.75,broken clouds
506,Uchiza,PE,-8.4592,-76.4633,73.24,95,69,1.19,broken clouds
507,Waipawa,NZ,-41.4122,175.5153,66.11,68,97,10.74,moderate rain
508,Adre,TD,13.4667,22.2,83.25,14,9,9.64,clear sky
509,Dalvik,IS,65.9702,-18.5286,26.53,87,100,8.61,light snow
510,Kortkeros,RU,61.8106,51.5806,23.0,97,100,3.51,overcast clouds
511,Rundu,NA,-17.9333,19.7667,65.19,91,78,3.22,broken clouds
512,Hit,IQ,33.6416,42.8251,71.26,25,16,10.67,few clouds
513,Tukrah,LY,32.5341,20.5791,72.77,25,30,10.2,scattered clouds
514,Port Lincoln,AU,-34.7333,135.8667,63.32,80,100,12.57,light rain
515,Erzin,TR,36.9559,36.2,57.29,74,28,3.49,scattered clouds
516,Kenitra,MA,34.261,-6.5802,56.16,80,77,18.59,broken clouds
517,Fort-Shevchenko,KZ,44.5086,50.263,45.73,86,88,7.76,overcast clouds
518,Indiana,US,40.0003,-86.2503,62.65,57,75,17.0,broken clouds
519,Yangambi,CD,0.8102,24.4336,69.94,92,59,1.79,broken clouds
520,Irbil,IQ,36.1926,44.0106,60.62,41,100,3.44,overcast clouds
521,Diamantino,BR,-14.4086,-56.4461,75.09,72,14,3.24,few clouds
522,Sulangan,PH,11.1373,123.7228,80.83,84,83,11.97,broken clouds
523,Marawi,PH,7.9986,124.2928,70.48,94,100,1.88,overcast clouds
524,Terrace Bay,CA,48.7834,-87.1,31.51,98,99,4.34,overcast clouds
525,Zhicheng,CN,30.2956,111.5047,58.89,79,100,1.97,overcast clouds
526,Mount Pleasant,US,32.7941,-79.8626,73.18,76,0,9.22,clear sky
527,Valparaiso,CL,-33.0393,-71.6273,68.23,56,0,10.36,clear sky
528,Porto Nacional,BR,-10.7081,-48.4172,84.2,84,98,2.71,overcast clouds
529,Catia La Mar,VE,10.6038,-67.0303,78.24,88,86,8.14,overcast clouds
530,Veraval,IN,20.9,70.3667,78.15,64,3,12.44,clear sky
531,Guanica,PR,17.9716,-66.908,80.06,85,100,9.04,overcast clouds
532,Stykkisholmur,IS,65.0757,-22.7297,26.89,75,99,19.84,snow
533,Polewali,ID,-3.4324,119.3435,76.8,87,87,2.46,overcast clouds
534,Saint-Louis,SN,16.3333,-15.0,78.44,55,1,13.98,clear sky
535,Kurilsk,RU,45.2333,147.8833,41.61,72,8,6.78,clear sky
536,Ormara,PK,25.2088,64.6357,77.45,76,44,8.97,scattered clouds
537,Bubaque,GW,11.2833,-15.8333,76.78,74,13,22.19,few clouds
538,Kalabo,ZM,-14.97,22.6814,65.93,94,81,4.7,light rain
539,Puerto El Triunfo,SV,13.2833,-88.55,84.49,64,96,9.35,overcast clouds
540,Bay Roberts,CA,47.5999,-53.2648,37.06,88,100,8.01,overcast clouds
541,Linjiang,CN,41.8069,126.9078,43.75,66,41,6.22,scattered clouds
542,La Rioja,ES,42.25,-2.5,26.38,92,85,3.44,overcast clouds
543,Bac Lieu,VN,9.285,105.7244,76.1,85,52,6.31,broken clouds
544,Yeppoon,AU,-23.1333,150.7333,76.78,72,61,9.15,broken clouds
545,Qinzhou,CN,21.95,108.6167,63.97,78,7,2.62,clear sky
546,Vardo,NO,70.3705,31.1107,28.15,61,91,17.22,light snow
547,Shepsi,RU,44.0361,39.1489,47.5,87,94,10.54,light rain
548,Ville-Marie,CA,47.3335,-79.433,34.21,93,100,1.9,overcast clouds
549,Awbari,LY,26.5921,12.7805,81.01,7,0,3.67,clear sky
550,Cayenne,GF,4.9333,-52.3333,81.09,1,100,4.0,overcast clouds
551,Butembo,CD,0.15,29.2833,57.54,94,25,3.42,scattered clouds
552,Penzance,GB,50.1186,-5.5371,50.68,93,99,16.51,overcast clouds
553,Orocue,CO,4.7912,-71.3354,82.51,71,82,0.47,broken clouds
554,Salekhard,RU,66.53,66.6019,10.11,95,86,4.14,overcast clouds
555,Grand-Lahou,CI,5.1367,-5.0242,81.1,88,99,10.87,overcast clouds
556,Pangnirtung,CA,66.1451,-65.7125,14.0,79,75,11.5,broken clouds
557,Avera,US,33.194,-82.5271,76.51,52,94,4.7,overcast clouds
558,Mahanoro,MG,-19.9,48.8,74.91,89,34,5.28,scattered clouds
559,Miramar,US,25.9873,-80.2323,79.02,81,40,11.5,scattered clouds
560,Umarkot,PK,25.3616,69.7362,75.7,45,30,8.39,scattered clouds
561,Havoysund,NO,70.9963,24.6622,25.03,75,87,11.41,overcast clouds
562,Ende,ID,-8.8432,121.6623,78.69,81,44,1.01,scattered clouds
563,Quang Ngai,VN,15.1167,108.8,69.37,87,100,7.2,overcast clouds
564,Pandan,PH,14.0453,124.1694,79.45,88,99,16.67,overcast clouds
565,Filingue,NE,14.3521,3.3168,88.5,6,98,5.88,overcast clouds
566,Le Moule,GP,16.3332,-61.3473,78.84,100,5,1.99,clear sky
567,Sobolevo,RU,54.4299,31.8996,29.66,90,68,12.3,broken clouds
568,Nioro,GM,13.35,-15.75,79.74,34,0,11.7,clear sky
569,Fairlie,GB,55.756,-4.8556,50.4,92,100,21.16,overcast clouds
570,Kihei,US,20.785,-156.4656,79.97,75,100,4.29,overcast clouds
571,Adrar,MR,20.5022,-10.0711,74.52,24,0,9.64,clear sky
572,Kazanlak,BG,42.6167,25.4,40.17,74,100,0.63,overcast clouds
573,Ranong,TH,9.9658,98.6348,75.97,91,99,4.27,moderate rain
574,Chimichagua,CO,9.2578,-73.8123,78.91,85,100,2.37,overcast clouds
575,Huambo,AO,-12.7761,15.7392,59.36,95,92,1.61,overcast clouds
576,Suntar,RU,62.1444,117.6319,12.2,94,100,4.9,overcast clouds
577,Angoche,MZ,-16.2325,39.9086,77.68,74,2,6.53,clear sky
578,Timrat,IL,32.7036,35.2267,61.75,28,11,3.98,few clouds
579,Kaliua,TZ,-5.0606,31.7936,64.99,94,96,2.37,light rain
580,Lima,PE,-12.0432,-77.0282,66.45,77,0,9.22,clear sky
581,Contamana,PE,-7.3333,-75.0167,81.25,68,100,2.35,overcast clouds
582,Peleduy,RU,59.6289,112.7406,12.6,95,99,3.42,overcast clouds
583,Clyde,US,41.3042,-82.9752,54.81,69,82,11.92,broken clouds
584,Tres Lagoas,BR,-20.7511,-51.6783,79.0,58,18,1.9,light rain
585,Laguna,US,38.421,-121.4238,76.05,45,0,3.0,clear sky
586,Nelson Bay,AU,-32.7167,152.15,71.01,79,0,7.92,clear sky
587,Urumqi,CN,43.801,87.6005,50.95,35,0,4.47,clear sky
588,Apen,DE,53.2167,7.8,44.19,90,100,14.79,overcast clouds
589,Goderich,CA,43.7501,-81.7165,39.52,87,100,9.22,overcast clouds
590,Burns Lake,CA,54.2331,-125.7533,36.82,54,100,4.14,overcast clouds
591,Dhidhdhoo,MV,6.8833,73.1,82.6,71,61,3.09,broken clouds
592,Shihezi,CN,44.3,86.0333,55.58,29,80,3.31,broken clouds
593,Mbandaka,CD,0.0487,18.2603,75.9,75,32,2.53,scattered clouds
594,Butte,US,39.6499,-121.5677,73.38,38,99,5.08,overcast clouds
595,Anuradhapura,LK,8.3565,80.4173,73.36,93,25,3.36,scattered clouds
596,Verkh-Usugli,RU,52.7,115.1667,9.25,71,5,4.09,clear sky
597,Tecoanapa,MX,16.5167,-98.75,82.63,56,1,12.17,clear sky
598,Hovd,MN,48.0056,91.6419,40.64,34,95,5.95,overcast clouds
599,Porto Seguro,BR,-16.4497,-39.0647,81.12,78,20,3.44,few clouds
600,Mabaruma,GY,8.2,-59.7833,75.27,87,99,5.08,overcast clouds
601,Rodrigues Alves,BR,-7.738,-72.6509,86.2,77,96,1.7,overcast clouds
602,Kushikino,JP,31.7167,130.2667,44.06,50,3,3.96,clear sky
603,Spas,UA,48.8899,24.0629,32.65,65,10,18.79,clear sky
604,Osmena,PH,10.5208,119.9258,82.26,80,91,18.39,overcast clouds
605,Les Escoumins,CA,48.1111,-69.0236,33.15,89,45,2.64,scattered clouds
606,Calama,CL,-22.4667,-68.9333,72.09,9,0,20.71,clear sky
607,Te Anau,NZ,-45.4167,167.7167,62.73,83,100,4.0,heavy intensity rain
608,Gravdal,NO,68.1214,13.5031,28.4,48,25,9.24,scattered clouds
609,Dangriga,BZ,16.9692,-88.2321,81.01,78,10,11.54,clear sky
610,Ugoofaaru,MV,5.6667,73.0,82.85,71,70,4.88,broken clouds
611,Svetlogorsk,BY,52.6333,29.7333,31.84,74,63,12.44,broken clouds
612,Abu Samrah,SY,35.3029,37.1841,58.69,39,11,4.16,few clouds
613,Bannu,PK,32.9854,70.6027,76.39,12,41,5.28,scattered clouds
614,Caravelas,BR,-17.7125,-39.2481,76.6,81,1,5.1,clear sky
615,Mataram,ID,-8.5833,116.1167,76.01,81,38,5.53,scattered clouds
616,Haines Junction,CA,60.7522,-137.5108,37.35,44,96,10.36,overcast clouds
617,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,39.0,86,12,4.7,few clouds
618,Glogow,PL,51.6636,16.0845,39.63,96,100,21.97,overcast clouds
619,Antas,PT,41.7364,-8.3089,43.02,62,100,6.78,overcast clouds
620,Hereford,GB,52.0568,-2.7148,54.05,83,100,1.01,overcast clouds
621,Gamboula,CF,4.1178,15.1393,71.55,73,73,2.3,broken clouds
622,Linqing,CN,36.8456,115.7117,55.96,72,73,11.43,broken clouds
623,Manzhouli,CN,49.6,117.4333,18.93,54,78,17.34,broken clouds
624,Clyde River,CA,70.4692,-68.5914,14.23,79,20,4.61,few clouds
625,Spokane,US,47.6166,-117.3677,51.35,34,49,14.0,scattered clouds
626,Nizhniy Kislyay,RU,50.8497,40.1719,32.11,80,55,7.11,broken clouds
627,Donskoye,RU,45.4552,41.9741,41.13,77,99,5.5,overcast clouds
628,Pueblo,US,38.2545,-104.6091,70.57,29,16,8.01,few clouds
629,Ngama,TD,11.7833,17.1667,88.29,39,70,6.55,broken clouds
630,Hambantota,LK,6.1241,81.1185,75.54,100,40,1.14,scattered clouds
631,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.24,96,75,0.67,broken clouds
632,Dingle,PH,10.9995,122.6711,78.12,87,100,8.68,overcast clouds
633,Pontian Kecil,MY,1.4801,103.3899,75.52,87,13,4.41,few clouds
634,Atar,MR,20.5169,-13.0499,72.32,47,0,0.87,clear sky
635,Massakory,TD,12.996,15.7293,86.74,9,40,7.2,scattered clouds
636,Hay River,CA,60.8156,-115.7999,44.58,53,75,5.75,broken clouds
637,Zemaiciu Naumiestis,LT,55.3592,21.7022,35.74,97,100,23.67,overcast clouds
638,Khorinsk,RU,52.1657,109.7726,13.53,79,26,3.62,scattered clouds
639,Filadelfia,US,39.9523,-75.1638,52.7,46,100,5.01,overcast clouds
640,Saint-Francois,FR,46.4154,3.9054,38.64,70,0,5.75,clear sky
641,Banda Aceh,ID,5.5577,95.3222,78.21,78,90,4.7,overcast clouds
642,Wukari,NG,7.85,9.7833,85.05,53,89,10.42,overcast clouds
643,Labuhan,ID,-6.8844,112.2051,76.57,87,44,6.53,scattered clouds
644,Ishim,RU,56.1128,69.4902,39.69,87,100,10.04,overcast clouds
645,Adilabad,IN,19.6667,78.5333,85.35,30,15,6.8,few clouds
646,Hope,US,33.6671,-93.5916,78.08,56,97,4.27,overcast clouds
647,Los Lunas,US,34.8062,-106.7334,72.66,18,6,4.0,clear sky
648,Quatre Cocos,MU,-20.2078,57.7625,78.91,86,96,10.11,light rain
649,Anahuac,MX,27.2333,-100.15,94.33,30,19,10.2,few clouds
650,Pasighat,IN,28.0667,95.3333,67.51,96,100,4.0,overcast clouds
651,Kuliyapitiya,LK,7.4688,80.0401,78.48,95,63,2.24,broken clouds
652,Phalaborwa,ZA,-23.943,31.1411,74.48,89,84,2.53,light rain
653,Kamenka,RU,51.3223,42.7678,29.86,85,24,7.36,few clouds
654,Jambi,ID,-1.6,103.6167,72.25,98,37,2.42,scattered clouds
655,Opuwo,NA,-18.0607,13.84,65.19,67,5,5.93,clear sky
656,Rorvik,NO,64.8621,11.2373,30.25,62,90,2.08,light snow
657,Along,IN,28.1667,94.7667,65.07,99,100,1.03,overcast clouds
658,Hue,VN,16.4667,107.6,66.31,100,75,2.3,mist
659,Jining,CN,35.405,116.5814,54.27,65,100,10.04,overcast clouds
660,Noda,JP,35.9411,139.8581,54.93,70,99,12.5,overcast clouds
661,Bundaberg,AU,-24.85,152.35,79.21,74,4,8.05,clear sky
662,Hobyo,SO,5.3505,48.5268,80.6,74,98,10.2,overcast clouds
663,Orlik,RU,52.5178,99.825,17.98,96,98,2.19,overcast clouds
664,Tokur,RU,53.1333,132.9,14.52,81,100,4.0,overcast clouds
665,Menongue,AO,-14.6585,17.691,62.6,92,34,2.64,scattered clouds
666,Carutapera,BR,-1.195,-46.02,76.8,89,100,4.27,overcast clouds
667,Half Moon Bay,US,37.4636,-122.4286,72.88,78,40,24.16,mist
668,Rantepao,ID,-2.9701,119.8978,67.93,95,99,1.59,overcast clouds
669,Jimenez,MX,28.3333,-105.4,87.24,7,48,25.37,scattered clouds
670,Sakakah,SA,29.9697,40.2064,72.97,16,8,9.08,clear sky
671,Ridgecrest,US,35.6225,-117.6709,85.86,6,40,6.91,scattered clouds
672,Mnogovershinnyy,RU,53.9353,139.9242,24.84,62,55,2.44,broken clouds
673,Mitsamiouli,KM,-11.3847,43.2844,81.18,76,3,4.16,clear sky
674,Broadstairs,GB,51.3591,1.4394,54.0,78,100,7.0,overcast clouds
675,Broome,US,42.2506,-75.833,44.65,65,100,1.99,overcast clouds
676,Fort Payne,US,34.4442,-85.7197,73.31,33,0,0.0,clear sky
677,Conde,BR,-7.2597,-34.9075,76.46,83,0,5.75,clear sky
678,Belmonte,BR,-15.8631,-38.8828,77.27,82,1,6.2,clear sky
679,Rio Hondo,GT,15.0667,-89.5833,97.86,27,20,11.5,few clouds
680,Kargopol,RU,61.5071,38.9456,18.41,95,25,4.7,scattered clouds
681,Dongsheng,CN,39.8161,109.9776,43.05,26,0,5.7,clear sky
682,Diego De Almagro,CL,-26.3667,-70.05,70.12,23,0,4.16,clear sky
683,Nouadhibou,MR,20.931,-17.0347,66.18,88,20,10.36,few clouds
684,Bhandara,IN,21.1667,79.65,83.79,30,12,3.22,few clouds
685,Juan Aldama,MX,24.2908,-103.3944,80.22,8,88,28.14,overcast clouds
686,Baghdad,IQ,33.3406,44.4009,67.91,24,42,6.91,scattered clouds
687,Saquena,PE,-4.6667,-73.5167,79.48,75,91,2.15,overcast clouds
688,Zyryanka,RU,65.75,150.85,1.02,91,100,7.11,overcast clouds
689,Luganville,VU,-15.5333,167.1667,80.55,84,100,9.66,overcast clouds
690,Puerto Escondido,MX,15.85,-97.0667,84.47,58,0,11.27,clear sky
691,Uyuni,BO,-20.4597,-66.825,55.8,32,10,3.44,clear sky
692,Karratha,AU,-20.7377,116.8463,81.75,64,0,8.19,clear sky
693,Mandalgarh,IN,25.2,75.1,77.95,14,4,5.84,clear sky
694,Pareora,NZ,-44.4871,171.2132,64.18,96,100,7.47,light rain
695,Ensenada,MX,31.8667,-116.6167,66.94,76,1,7.72,clear sky
